idx,fk_src,fk_gt,wc_src,wc_gt,avg_rouge,rouge_std,best_model,rouge_OpenBioLLM-8B,fk_OpenBioLLM-8B,wc_OpenBioLLM-8B,compression_OpenBioLLM-8B,rouge_Mistral-7B,fk_Mistral-7B,wc_Mistral-7B,compression_Mistral-7B,rouge_BioMistral-7B-DARE,fk_BioMistral-7B-DARE,wc_BioMistral-7B-DARE,compression_BioMistral-7B-DARE
181,15.021493167202575,6.586867167919802,311,399,0.6725684267961761,0.03893874836173874,OpenBioLLM-8B,0.6984924623115578,6.0046938775510235,392,0.9824561403508771,0.6914212548015365,6.188756613756617,378,0.9473684210526315,0.6277915632754342,6.505803127221039,402,1.0075187969924813
182,13.253260987520349,5.315797651933703,291,362,0.7138861161799485,0.003915734179088815,OpenBioLLM-8B,0.718232044198895,6.052257242916269,349,0.9640883977900553,0.7127937336814621,5.968799485861187,389,1.074585635359116,0.7106325706594885,6.2712077294686,368,1.0165745856353592
183,12.611983640081803,6.353287815126048,163,224,0.7028049113414966,0.025146586630070977,OpenBioLLM-8B,0.7207207207207208,7.003988095238096,210,0.9375,0.7136363636363636,6.551420289855077,207,0.9241071428571429,0.6740576496674058,7.801543778801847,217,0.96875
184,19.601704453441297,7.323980243161099,247,329,0.6744643192697062,0.033926410911100276,BioMistral-7B-DARE,0.6556390977443609,6.633154186239295,329,1.0,0.654124457308249,8.980000000000004,354,1.0759878419452888,0.7136294027565084,8.344926470588238,320,0.9726443768996961
185,11.772900432900435,6.5519495367632565,232,267,0.6664711832957538,0.02943560890692515,OpenBioLLM-8B,0.697841726618705,5.8075889328063255,275,1.0299625468164795,0.6621160409556314,5.40162471395881,304,1.1385767790262171,0.6394557823129252,5.501454248366013,306,1.146067415730337
186,10.587943127962085,6.036229357798167,211,218,0.56269584818292,0.007472419414914277,Mistral-7B,0.5612472160356348,5.541818181818183,220,1.0091743119266054,0.5707865168539324,5.116045871559635,218,1.0,0.5560538116591929,3.9178435035284345,219,1.0045871559633028
187,15.700756756756757,6.24158008658009,259,330,0.6841882602099704,0.04571089913383277,BioMistral-7B-DARE,0.6904761904761905,6.946944764699719,329,0.996969696969697,0.6356589147286822,5.88774954627949,304,0.9212121212121213,0.7264296754250386,7.730572082379862,304,0.9212121212121213
188,88.16497607655504,6.877859090256852,232,303,0.6860843919187728,0.05652267880784748,OpenBioLLM-8B,0.7358184764991896,6.9777369165488,303,1.0,0.6246153846153845,7.148564540059347,337,1.1122112211221122,0.6978193146417445,7.673275766786407,329,1.0858085808580857
189,18.106207951070342,10.244890939597315,218,298,0.6502987758879354,0.02370159333822235,OpenBioLLM-8B,0.6722972972972974,9.844490974729244,277,0.9295302013422819,0.6533996683250414,8.391644966073724,287,0.9630872483221476,0.6251993620414673,8.461646579804562,307,1.0302013422818792
190,18.42121126760563,7.223119300911854,284,329,0.5697807073139814,0.0695418342275703,Mistral-7B,0.5801749271137026,6.630321130378935,346,1.0516717325227964,0.6335403726708075,5.927052117263845,307,0.9331306990881459,0.49562682215743437,6.1100730753396455,347,1.0547112462006079
191,19.887454844006566,9.95735849056604,207,265,0.7235868238275399,0.031456888765265534,OpenBioLLM-8B,0.7592592592592594,9.868857142857145,266,1.0037735849056604,0.7116788321167884,9.650455586080586,273,1.030188679245283,0.6998223801065719,9.331182237600924,289,1.090566037735849
192,14.567727272727275,8.438233695652176,160,207,0.7790435449400914,0.012303230832912617,OpenBioLLM-8B,0.7865707434052758,8.588732673267327,202,0.9758454106280193,0.7648456057007127,7.87170731707317,205,0.9903381642512077,0.7857142857142858,7.834460784313727,204,0.9855072463768116
193,14.081571428571433,7.320708475465761,400,515,0.6200533641584367,0.07513704869988938,OpenBioLLM-8B,0.6820083682008369,8.29152073732719,413,0.8019417475728156,0.6416758544652702,6.625214285714286,375,0.7281553398058253,0.5364758698092031,7.9009359773371095,353,0.6854368932038835
194,15.935185185185187,8.512955665024634,270,290,0.6917049850856044,0.0491052543257818,OpenBioLLM-8B,0.7429519071310116,8.41151515151515,300,1.0344827586206897,0.6450662739322532,7.770731182795696,372,1.282758620689655,0.6870967741935483,8.58851403412218,316,1.089655172413793
195,16.031235749185672,7.542073661405137,307,359,0.6490951036954654,0.06521568850404992,OpenBioLLM-8B,0.7061790668348046,6.867477458136541,411,1.1448467966573816,0.5780189959294438,8.378544211040548,356,0.9916434540389972,0.6630872483221476,7.636267217630856,363,1.011142061281337
196,14.987050505050508,7.740696394686907,397,527,0.569027123054906,0.08819113593849272,OpenBioLLM-8B,0.6666666666666666,7.953624708624712,429,0.8140417457305503,0.4951560818083961,6.109331559694045,388,0.7362428842504743,0.5452586206896552,5.683319327731095,385,0.7305502846299811
197,13.981058381088829,5.669883040935677,349,342,0.6443075817364416,0.038966465208972886,Mistral-7B,0.6315789473684211,5.504636363636365,275,0.804093567251462,0.6880466472303206,4.9587247962247964,333,0.9736842105263158,0.6132971506105833,4.9848701298701314,385,1.1257309941520468
198,15.366829648084714,6.780302040816327,338,392,0.6217941306889555,0.030077442339220613,Mistral-7B,0.6150061500615007,6.5200921658986175,413,1.0535714285714286,0.6546854942233634,6.256616563513116,377,0.9617346938775511,0.5956907477820026,5.835671389111649,387,0.9872448979591837
199,13.837768204558092,7.436521739130438,257,299,0.7034607073870518,0.04401221726817417,OpenBioLLM-8B,0.7512520868113524,7.3383712121212135,288,0.9632107023411371,0.6945337620578778,7.45244226834259,311,1.040133779264214,0.6645962732919255,6.932727927927932,333,1.1137123745819397
200,15.954710928757923,8.072843881856539,383,474,0.6286299889006147,0.03517152639520601,BioMistral-7B-DARE,0.6219382321618743,7.61395698924731,450,0.9493670886075949,0.5972850678733033,6.691031008425263,397,0.8375527426160337,0.6666666666666667,7.900203045685281,394,0.8312236286919831
201,18.51815789473685,13.401378205128207,133,195,0.6332024697400106,0.07957944507916678,OpenBioLLM-8B,0.6891191709844561,12.385412011173187,179,0.9179487179487179,0.542094455852156,11.68,280,1.435897435897436,0.6683937823834197,12.577387640449441,178,0.9128205128205128
202,14.826886446886448,6.79902705814623,364,386,0.6563511610317582,0.02329540369868751,OpenBioLLM-8B,0.6832460732984292,6.6876778686043,367,0.9507772020725389,0.6433203631647211,5.847804144385027,374,0.9689119170984456,0.6424870466321243,5.7803670634920685,378,0.9792746113989638
203,16.149171717171722,7.69590909090909,198,264,0.765204449097415,0.02476476861745392,Mistral-7B,0.7398843930635837,6.749000000000002,250,0.946969696969697,0.7893738140417458,7.059362745098042,255,0.9659090909090909,0.7663551401869159,7.575721432859719,263,0.9962121212121212
204,13.814248466257673,7.842024320457799,163,233,0.5993843569879052,0.07926291198484689,OpenBioLLM-8B,0.6909090909090909,8.288985221674881,203,0.871244635193133,0.5534591194968554,8.308840758060548,239,1.0257510729613735,0.553784860557769,8.422886762360445,264,1.1330472103004292
205,15.666060606060608,5.601804511278196,220,285,0.6098968407479046,0.06262899417902279,Mistral-7B,0.6312056737588652,6.539367396593676,274,0.9614035087719298,0.6590909090909091,6.023427742470297,329,1.1543859649122807,0.5393939393939394,5.231182795698924,372,1.305263157894737
206,15.5743661971831,6.583815028901736,288,346,0.7254168373081793,0.015434950232317573,Mistral-7B,0.708018154311649,6.728342440801459,305,0.8815028901734104,0.737463126843658,8.171865384615387,325,0.9393063583815029,0.7307692307692307,6.334934763379035,323,0.9335260115606936
207,14.412065511210052,7.550448473282444,331,393,0.646751217810888,0.02814359263750282,OpenBioLLM-8B,0.6774193548387097,7.630364963503652,411,1.0458015267175573,0.6407263294422828,7.416533333333334,375,0.9541984732824428,0.622107969151671,7.133867130838411,383,0.9745547073791349
208,14.363391608391613,6.661184407796103,208,290,0.6020656983680145,0.05302116387696322,OpenBioLLM-8B,0.6521739130434783,7.327734487734489,297,1.0241379310344827,0.6074766355140186,6.219466904063683,341,1.1758620689655173,0.5465465465465466,6.25543169398907,366,1.2620689655172415
209,11.614769623019487,6.494039264828739,289,342,0.6701339303170039,0.02701339584104914,OpenBioLLM-8B,0.6940509915014164,5.446713467048713,349,1.0204678362573099,0.6755162241887905,5.697846577227384,323,0.9444444444444444,0.6408345752608048,6.2180810126582315,316,0.9239766081871345
210,15.908696202531647,6.729770114942529,237,348,0.6564760974822189,0.05594371116254139,OpenBioLLM-8B,0.7183308494783904,7.901841343370005,314,0.9022988505747126,0.64167916041979,9.552056451612902,310,0.8908045977011494,0.6094182825484765,5.8956977739726035,365,1.0488505747126438
211,15.975317460317463,6.453646616541352,340,399,0.6677539002412693,0.013240970480179881,Mistral-7B,0.6561360874848117,5.423347620121813,403,1.0100250626566416,0.682170542635659,6.390000000000001,354,0.8872180451127819,0.6649550706033375,5.96866776859504,363,0.9097744360902256
212,14.602666666666668,7.236249999999998,226,320,0.7525514741967392,0.034765976910684136,OpenBioLLM-8B,0.7839506172839507,7.212625000000003,320,1.0,0.758513931888545,7.613494667760463,318,0.99375,0.7151898734177216,7.381229977116707,305,0.953125
213,13.226362951807232,6.832380877742949,249,319,0.5237692062250864,0.027167597668087018,Mistral-7B,0.5333333333333332,6.053246351172049,238,0.7460815047021944,0.5448613376835236,5.986028169014084,284,0.890282131661442,0.49311294765840225,6.093928934010155,394,1.2351097178683386
214,15.961524822695036,7.565869565217394,282,368,0.5854498005906995,0.032174582097772866,OpenBioLLM-8B,0.6206896551724138,6.7977570738440285,322,0.875,0.5576407506702412,6.0101778656126505,368,1.0,0.5780189959294437,5.947066476563894,362,0.9836956521739131
215,11.219686800894856,5.751506238859182,149,187,0.6153797249270766,0.06952198537143023,OpenBioLLM-8B,0.6698795180722892,5.332559633027525,218,1.1657754010695187,0.6391752577319587,5.929583333333333,192,1.0267379679144386,0.5370843989769821,7.268979591836736,196,1.0481283422459893
216,14.794835087719303,6.800099221789882,378,514,0.5630612022139669,0.030496400149416757,OpenBioLLM-8B,0.5982721382289417,6.874130195214107,397,0.7723735408560312,0.5458715596330276,6.175454545454549,344,0.669260700389105,0.5450399087799316,6.430551724137935,348,0.6770428015564203
217,10.866362135388005,5.529716216216219,316,400,0.6501089324618736,0.03310399984875393,OpenBioLLM-8B,0.6797385620915033,5.652732262821566,359,0.8975,0.6562091503267973,5.359487348011832,358,0.895,0.6143790849673203,5.472885873902634,358,0.895
218,15.425689035916825,7.591763602251408,529,624,0.5140672037175672,0.03154400991644958,OpenBioLLM-8B,0.5421245421245421,6.187821840781297,436,0.6987179487179487,0.5201535508637237,6.1171569480707895,383,0.6137820512820513,0.47992351816443596,6.439793814432992,388,0.6217948717948718
219,14.21729411764706,7.764771524771525,250,297,0.6987634380988273,0.041052365249241815,Mistral-7B,0.713128038897893,7.3943730407523525,319,1.0740740740740742,0.7307032590051459,7.70857360793288,285,0.9595959595959596,0.6524590163934427,6.842574564807631,311,1.0471380471380471
220,17.03888741370154,8.361076696165192,269,339,0.6835498438819773,0.04065717506455406,OpenBioLLM-8B,0.7155688622754491,9.698605095541403,314,0.9262536873156342,0.697274031563845,8.723690697058046,343,1.0117994100294985,0.6378066378066378,8.962330021932658,337,0.9941002949852508
221,14.464153577661435,7.388550943396229,386,424,0.623554777472235,0.0718500232864999,OpenBioLLM-8B,0.7047841306884481,7.9295462529274054,427,1.0070754716981132,0.5683192261185006,6.8750000000000036,400,0.9433962264150944,0.5975609756097561,9.154971059361959,391,0.9221698113207547
222,14.800050087108016,5.885509118541034,287,329,0.7589775041063266,0.03494208821107485,OpenBioLLM-8B,0.7968992248062015,6.2029605020302725,301,0.9148936170212766,0.7519500780031201,5.9786562350692805,299,0.9088145896656535,0.7280832095096583,5.937512240858425,331,1.006079027355623
223,16.878333333333334,7.90020552560647,264,371,0.6840155390899563,0.015562443390939016,Mistral-7B,0.6684636118598383,7.5728311688311685,350,0.9433962264150944,0.6995884773662552,7.214308067205337,339,0.9137466307277629,0.6839945280437756,8.719740957966764,341,0.9191374663072777
224,14.040000000000003,6.747631578947367,300,304,0.7196400170199052,0.04319721853025995,Mistral-7B,0.7353407290015848,7.650621806853582,321,1.055921052631579,0.7527910685805423,7.764397202029901,317,1.042763157894737,0.6707882534775889,7.463698071216619,337,1.1085526315789473
225,16.604881278538816,8.337951127819554,219,304,0.5619785251206576,0.06181307787584009,OpenBioLLM-8B,0.6182432432432433,7.082551225391725,262,0.8618421052631579,0.49581239530988275,9.558935309973048,265,0.8717105263157895,0.5718799368088467,9.575716973244152,299,0.9835526315789473
226,12.718721076233184,7.353333333333335,446,484,0.586123862351987,0.014394333997625118,OpenBioLLM-8B,0.5997719498289624,7.655786435786435,385,0.7954545454545454,0.5875152998776009,7.579141104294479,326,0.6735537190082644,0.5710843373493976,7.3581213017751494,338,0.6983471074380165
227,12.565002783447767,6.900370168753405,317,334,0.8124302404993685,0.01189656728393946,BioMistral-7B-DARE,0.8005908419497784,6.363634782608695,322,0.9640718562874252,0.812316715542522,6.515740197385973,326,0.9760479041916168,0.8243831640058055,6.225190419161677,334,1.0
228,12.275438648488443,6.328507724159898,241,273,0.7602422383817732,0.05149737484581401,OpenBioLLM-8B,0.7942754919499104,7.581870129870133,275,1.0073260073260073,0.7854545454545454,6.295651801029162,265,0.9706959706959707,0.7009966777408638,6.154285714285717,315,1.1538461538461537
229,13.145664965197216,5.733371485943778,431,498,0.5829868527627995,0.0613448412117513,Mistral-7B,0.5686695278969958,6.129585253456224,420,0.8433734939759037,0.6502242152466368,5.702738761509298,382,0.7670682730923695,0.5300668151447661,6.2977908689248885,388,0.7791164658634538
230,12.569681528662421,9.022802139037434,157,187,0.7248864699137664,0.03816302041906118,Mistral-7B,0.6942148760330579,8.843053254437873,169,0.9037433155080213,0.7676240208877285,8.976107526881723,186,0.9946524064171123,0.712820512820513,9.100391752577323,194,1.0374331550802138
231,14.479117305458772,7.736750483558996,246,282,0.6161936401119736,0.03351935025193536,OpenBioLLM-8B,0.6540447504302928,8.412217101894523,279,0.9893617021276596,0.6042692939244665,7.956203257328994,307,1.0886524822695036,0.5902668759811617,7.8107983845914895,333,1.1808510638297873
232,13.227446569178856,7.814893784421717,382,410,0.6155235817573481,0.032745781647294935,OpenBioLLM-8B,0.6469893742621017,7.293225806451616,412,1.0048780487804878,0.6179487179487181,6.756091954022992,348,0.848780487804878,0.5816326530612245,6.648325123152713,350,0.8536585365853658
233,13.185319865319869,6.587759394638965,297,339,0.6119960908281175,0.058862264313864814,OpenBioLLM-8B,0.6636363636363636,7.065303131245837,316,0.9321533923303835,0.5479041916167664,5.928604401502955,324,0.9557522123893806,0.6244477172312224,6.657293080054274,335,0.9882005899705014
234,10.341237677984669,9.02889908256881,166,218,0.6199716171895561,0.031622681817493024,Mistral-7B,0.6030368763557483,6.824794377928168,226,1.036697247706422,0.6564551422319476,7.257954545454549,220,1.0091743119266054,0.6004228329809725,6.949842327337329,237,1.0871559633027523
235,13.408181818181816,7.561475826972011,220,262,0.6186442897994988,0.014273950687726297,Mistral-7B,0.6048951048951049,6.07090909090909,290,1.1068702290076335,0.6333907056798623,6.967829966329965,297,1.133587786259542,0.6176470588235293,7.97224581724582,259,0.9885496183206107
236,16.060067385444746,9.846333333333334,265,354,0.665772523698745,0.015484881780950232,BioMistral-7B-DARE,0.6666666666666667,8.385119047619046,336,0.9491525423728814,0.649859943977591,9.337843137254904,340,0.96045197740113,0.6807909604519774,9.481044176706828,332,0.9378531073446328
237,11.638895265423244,5.6065314401622715,247,340,0.6557542591307517,0.0781658922059042,OpenBioLLM-8B,0.7444608567208272,5.373772374197909,329,0.9676470588235294,0.625832223701731,5.370724605631725,399,1.173529411764706,0.5969696969696969,4.867211981566822,310,0.9117647058823529
238,11.18653282122905,8.453324619771863,179,263,0.5942967702186107,0.06614746923427198,OpenBioLLM-8B,0.6706586826347306,8.075380434782609,230,0.8745247148288974,0.554655870445344,7.722930672268905,224,0.8517110266159695,0.5575757575757576,7.279087719298246,225,0.8555133079847909
239,12.501518788117252,5.258672202390191,299,379,0.558210338967387,0.01413283569472188,Mistral-7B,0.5421348314606741,6.8767245215843396,321,0.8469656992084432,0.5686813186813187,6.543154491017965,334,0.8812664907651715,0.5638148667601683,5.518534579439251,321,0.8469656992084432
240,14.423805560809537,6.157303370786519,311,356,0.663741420697549,0.021495165138915782,OpenBioLLM-8B,0.6878306878306878,5.562524776214836,391,1.098314606741573,0.6568758344459278,5.922054597701152,384,1.0786516853932584,0.6465177398160316,5.688035787572847,393,1.103932584269663
241,11.308235294117647,7.854529130087791,171,179,0.6943002258784063,0.07662882226312691,Mistral-7B,0.7202072538860103,8.117014652014653,195,1.089385474860335,0.7546174142480211,7.660972644376901,188,1.0502793296089385,0.6080760095011877,8.609844665138784,231,1.2905027932960893
242,13.029982578397213,6.862922077922082,205,280,0.6860857180980701,0.023673310262124266,Mistral-7B,0.6761904761904761,6.767352941176473,340,1.2142857142857142,0.713101160862355,7.073601398601401,312,1.1142857142857143,0.6689655172413792,5.84701030927835,291,1.0392857142857144
243,13.922263056092845,7.432136752136753,188,234,0.674784131746157,0.04692985016602338,Mistral-7B,0.6333333333333334,7.399279835390949,243,1.0384615384615385,0.7257383966244726,7.1765602836879445,235,1.0042735042735043,0.6652806652806653,7.6009612724757964,241,1.0299145299145298
244,14.090739568345324,7.4348324742268055,417,485,0.5495420881116732,0.051976125807924906,OpenBioLLM-8B,0.601536772777168,7.293225806451616,412,0.8494845360824742,0.497584541062802,7.514978180597517,331,0.6824742268041237,0.5495049504950495,7.317885668644454,313,0.6453608247422681
245,15.221726256983242,7.794596774193547,358,465,0.6274536372423584,0.02124008805265243,OpenBioLLM-8B,0.6517119244391971,6.516868279569895,372,0.8,0.6121951219512195,6.255974338412191,344,0.7397849462365591,0.6184538653366584,7.108588957055215,326,0.7010752688172043
246,13.223891891891892,8.492337662337665,149,154,0.5977338001816009,0.12135019800775895,BioMistral-7B-DARE,0.6626865671641791,7.624636363636366,176,1.1428571428571428,0.45773195876288664,6.381286512706954,327,2.1233766233766236,0.672782874617737,8.057058823529413,170,1.103896103896104
247,14.481658862876259,8.931215177713739,299,347,0.6733680658764492,0.026379350092809558,OpenBioLLM-8B,0.6924137931034483,7.104227642276424,369,1.063400576368876,0.6844319775596073,6.23124579771396,359,1.0345821325648414,0.6432584269662921,6.136250607090826,355,1.0230547550432276
248,15.31264367816092,6.309616263133854,354,398,0.6077840113085573,0.04475500044014199,OpenBioLLM-8B,0.6560196560196561,7.711892189218922,404,1.015075376884422,0.5997286295793758,7.600654168328681,327,0.821608040201005,0.56760374832664,7.928571428571427,336,0.8442211055276382
249,11.94588990825688,9.323846153846159,218,260,0.729501806484213,0.04157150321276264,OpenBioLLM-8B,0.7611940298507464,8.873369779138422,269,1.0346153846153847,0.7448789571694601,9.138832309043021,268,1.0307692307692307,0.6824324324324325,7.269813664596274,322,1.2384615384615385
250,12.526699451484777,6.826421621621623,311,333,0.7754499697105787,0.03383333339720213,Mistral-7B,0.7872340425531915,7.571903269144652,319,0.9579579579579579,0.8018154311649016,7.085978260869563,322,0.9669669669669669,0.737300435413643,6.410609483109486,351,1.054054054054054
251,13.97551139521957,5.532179537953798,257,303,0.734807440376772,0.0067473356682766425,OpenBioLLM-8B,0.7424749163879598,7.270614035087721,285,0.9405940594059405,0.7297762478485371,5.778535637987961,271,0.8943894389438944,0.7321711568938193,5.2400481415136575,319,1.0528052805280528
252,10.61656910569106,7.78647766323024,246,291,0.660845463203216,0.06483900174892265,OpenBioLLM-8B,0.734006734006734,6.218793103448277,290,0.9965635738831615,0.6380368098159509,6.414608695652177,345,1.1855670103092784,0.6104928457869635,5.926128395061731,324,1.1134020618556701
253,12.235296803652968,4.381250000000001,146,190,0.6174164277612554,0.013313721378550348,OpenBioLLM-8B,0.6313131313131313,5.291333333333334,198,1.0421052631578946,0.6161616161616162,6.066080808080809,198,1.0421052631578946,0.6047745358090186,5.151735833998405,179,0.9421052631578948
254,18.36685779816514,7.5257352941176485,218,272,0.7043657364998174,0.018063437041680133,OpenBioLLM-8B,0.7174721189591079,8.818000000000001,258,0.9485294117647058,0.7118644067796609,7.329456975772768,252,0.9264705882352942,0.6837606837606838,7.4451827242524935,301,1.1066176470588236
255,14.91290816326531,7.63841307814992,245,285,0.6998630442988798,0.009631440041626556,BioMistral-7B-DARE,0.6935779816513762,8.74644932671864,249,0.8736842105263158,0.6950596252129471,8.472266009852216,290,1.0175438596491229,0.7109515260323159,7.538580459770117,261,0.9157894736842105
256,13.70960987261147,6.815989010989011,315,390,0.7144966791525783,0.025438769828546547,OpenBioLLM-8B,0.7436918990703851,6.390689655172416,348,0.8923076923076924,0.6970954356846472,5.8513494567122315,317,0.8128205128205128,0.7027027027027027,6.226799336650082,335,0.8589743589743589
257,14.556229508196722,8.499979296066254,244,294,0.6743008772619609,0.010477054205149541,OpenBioLLM-8B,0.6806282722513088,9.501656314699794,276,0.9387755102040817,0.6800670016750419,9.837544846457892,299,1.0170068027210883,0.6622073578595318,9.478289855072465,301,1.0238095238095237
258,13.159040090344444,6.598325864276571,385,497,0.608502946075736,0.03865314553972732,OpenBioLLM-8B,0.6529284164859002,7.502255808707421,403,0.8108651911468813,0.5825688073394495,7.34277777777778,360,0.7243460764587525,0.5900116144018582,7.474950454170109,346,0.6961770623742455
259,15.450227272727272,5.876044401299964,528,551,0.5445085918796507,0.01802981865435344,BioMistral-7B-DARE,0.5425425425425426,7.719318706697461,433,0.7858439201451906,0.527542372881356,7.229210526315789,380,0.6896551724137931,0.5634408602150537,5.328459172013716,367,0.6660617059891107
260,14.31773173391494,8.34887316276538,131,167,0.6505485928576706,0.01628366358508122,OpenBioLLM-8B,0.66875,9.04721052631579,152,0.9101796407185628,0.6373626373626373,7.749183673469389,196,1.1736526946107784,0.6455331412103746,7.068571428571431,178,1.0658682634730539
261,13.677978494623659,8.763849056603775,186,212,0.6686468815501074,0.07147199639572942,OpenBioLLM-8B,0.7142857142857143,6.827750000000002,224,1.0566037735849056,0.5862785862785863,5.583367704280153,257,1.2122641509433962,0.7053763440860217,6.2046177685950425,242,1.1415094339622642
262,14.940790123456797,5.942456550802142,324,374,0.6656048281731987,0.018960680367644176,OpenBioLLM-8B,0.6853503184713375,5.687003197807218,398,1.0641711229946524,0.6475409836065574,5.877481259370317,345,0.9224598930481284,0.663923182441701,5.571228637880477,341,0.9117647058823529
263,12.352635524798156,6.560045731707316,289,410,0.6851173963821665,0.01695085570518918,OpenBioLLM-8B,0.7046632124352331,7.270586046511628,344,0.8390243902439024,0.6762402088772846,6.970532544378699,338,0.824390243902439,0.6744487678339818,7.151902173913044,345,0.8414634146341463
264,13.436955223880599,7.155748567335245,268,349,0.6476264393800526,0.006989106485657122,BioMistral-7B-DARE,0.6406685236768802,6.44152037617555,352,1.008595988538682,0.6475644699140402,7.205690266649157,331,0.9484240687679083,0.6546463245492372,6.757614101353482,353,1.011461318051576
265,15.42754716981132,9.614977589641434,212,251,0.6177104395652976,0.04622640035849025,OpenBioLLM-8B,0.6629001883239171,7.648849045691154,273,1.0876494023904382,0.5705128205128205,8.240438356164383,365,1.454183266932271,0.619718309859155,7.868311688311689,308,1.2270916334661355
266,16.316723549488056,6.481502890173413,293,346,0.716846816955614,0.010119690118387618,OpenBioLLM-8B,0.7283072546230441,6.142704666393779,349,1.0086705202312138,0.709141274238227,5.675521739130435,368,1.0635838150289016,0.7130919220055711,6.849096459096462,364,1.0520231213872833
267,16.30412863534676,8.274714868500997,447,562,0.5785331092355311,0.01626934441731863,OpenBioLLM-8B,0.5935613682092554,6.998245924875977,415,0.7384341637010676,0.5807814149947201,8.606793920113116,369,0.6565836298932385,0.5612565445026177,8.925385323211412,378,0.6725978647686833
268,14.873486106098884,6.502044452131802,326,373,0.6289663224633295,0.06721164835660676,OpenBioLLM-8B,0.7060367454068242,6.2130577316076305,367,0.9839142091152815,0.5825242718446602,6.700912531539107,328,0.8793565683646113,0.5983379501385041,6.521034482758623,328,0.8793565683646113
269,15.515490196078431,8.808831685555827,344,377,0.659261460729825,0.03208157112708158,Mistral-7B,0.6526054590570719,6.693883293838866,422,1.1193633952254642,0.6941489361702128,7.8655434782608715,368,0.9761273209549072,0.6310299869621905,7.318645833333335,384,1.0185676392572944
270,13.475353982300884,6.369277151335314,229,337,0.660847780355376,0.04794534658805355,Mistral-7B,0.6840579710144928,6.177126436781609,348,1.032640949554896,0.6927710843373494,6.654523456790127,324,0.9614243323442137,0.6057142857142858,7.564930167597765,358,1.0623145400593472
271,16.588125,5.698601398601401,320,429,0.6001268110168808,0.032665235517287686,OpenBioLLM-8B,0.6377858002406739,5.839836893892386,389,0.9067599067599068,0.5831325301204819,4.852279137742055,391,0.9114219114219114,0.5794621026894866,6.523279683377311,379,0.8834498834498834
272,15.104450511945394,7.247813223565732,293,338,0.6384279015857964,0.0281073383337938,OpenBioLLM-8B,0.6549707602339182,6.456167032090892,346,1.0236686390532543,0.6543385490753912,6.41625344352617,363,1.0739644970414202,0.6059743954480796,6.852055457746481,355,1.0502958579881656
273,16.046,7.5638123011664895,251,328,0.7326978052664042,0.011484814485792461,OpenBioLLM-8B,0.7445482866043615,7.073601398601401,312,0.9512195121951219,0.7319277108433736,6.649244444444445,333,1.0152439024390243,0.7216174183514774,6.600897435897437,312,0.9512195121951219
274,13.470000000000002,6.9730612244898005,196,245,0.5967436221930073,0.06176470267899494,OpenBioLLM-8B,0.6653061224489795,7.386082360713498,239,0.9755102040816327,0.5794701986754968,7.035670291510556,353,1.4408163265306122,0.5454545454545455,6.6189545454545495,352,1.436734693877551
275,14.424390715667311,8.192937984496123,188,258,0.727026807401022,0.03306595705434639,BioMistral-7B-DARE,0.6921606118546845,9.142307692307693,260,1.0077519379844961,0.7309833024118737,8.214388086642604,277,1.073643410852713,0.7579365079365079,8.201894068830853,241,0.9341085271317829
276,13.157593984962407,7.6155013029762735,266,317,0.6599983760740248,0.023203612650700745,OpenBioLLM-8B,0.6783439490445861,7.4394262295082,305,0.9621451104100947,0.6339144215530904,7.40104501607717,311,0.9810725552050473,0.6677367576243981,8.385049668874178,302,0.9526813880126183
277,15.254948132780083,7.426600985221679,241,364,0.6698106240438887,0.01594766211125079,OpenBioLLM-8B,0.6816901408450705,7.84778931750742,337,0.9258241758241759,0.676056338028169,6.683581602373888,337,0.9258241758241759,0.6516853932584269,6.232299465240644,340,0.9340659340659341
278,11.035724441435342,5.6883304347826105,211,250,0.7726206962513483,0.04258114298617369,OpenBioLLM-8B,0.8132780082987552,5.480165525114156,219,0.876,0.7762376237623763,5.688114754098361,244,0.976,0.7283464566929133,5.672970521541952,245,0.98
279,12.568647887323948,4.898823529411768,284,340,0.6544601185713185,0.007769337635329759,BioMistral-7B-DARE,0.6473282442748091,4.450817413091137,309,0.9088235294117647,0.6533127889060092,4.597353842527109,303,0.8911764705882353,0.662739322533137,4.373561147354252,333,0.9794117647058823
280,15.629754322111008,8.503509365558916,314,331,0.6363378352985052,0.054304143991622034,BioMistral-7B-DARE,0.6637298091042584,9.42725908975337,342,1.0332326283987916,0.5737931034482758,8.774079713390062,385,1.163141993957704,0.6714905933429812,9.15433172302738,351,1.0604229607250755
281,14.774629629629633,5.627641791044777,270,335,0.570172269151861,0.05587501202745249,Mistral-7B,0.5801749271137026,6.0337172011661835,343,1.0238805970149254,0.6203703703703703,6.410406540654066,303,0.9044776119402985,0.50997150997151,5.705340505234851,359,1.0716417910447762
282,19.34844155844156,7.0263063063063065,154,222,0.5146543105218175,0.08357745540679885,OpenBioLLM-8B,0.5720930232558139,6.784571428571429,196,0.8828828828828829,0.5530973451327434,6.400305810397555,218,0.9819819819819819,0.4187725631768953,6.360685358255452,321,1.445945945945946
283,12.889350649350654,5.218407494145204,140,183,0.6235329364317265,0.06393889073263626,OpenBioLLM-8B,0.6773333333333333,5.918412921348317,178,0.9726775956284153,0.6404199475065617,5.822077702702703,185,1.010928961748634,0.5528455284552845,7.290287356321844,174,0.9508196721311475
